target,source,cosine_similarity,dialect
ربما أنتِ خائفه و أنتِ تبعدِ نفسك عن حبه,يمكن أن تكون خايفة وبتبعدي نفسك عن حبه,0.884147,Egyptian
"عبقري, إنه عبقري, العبقري","عبقري, عبقري كبير، وعبقرية",0.8841425,Egyptian
وسأعلم وأتفهم أنني اتخذت قرارَا.,لكن انا خديت قرارى,0.8841424,Egyptian
إذن ، فيل في الغرفة سآخذ عملك القديم,يبقى عادي، فيل في الغرفة هاخد شغلك القديم,0.88410664,Egyptian
وماذا عن أنكِ تودين قتلي ؟,ميهمنش أنك تقدر تقتلني,0.8840834,Egyptian
حسناً، أعرف أنها لم تكن سوى 10 أيام، حتى الآن,تمام، وكمان أعرف إنها لسة 10 أيام بس,0.8840735,Egyptian
لذا بقايا الباب أغلقت، طالما ننهي مشروباتنا,وعشان كده باب البقايا اتقفل مالمّا خلصنا مشروباتنا,0.8840288,Egyptian
لا أظن أن الولد الأمير سيكون مشكلة أبدا.,ما أظن أن الولد الامير يكون مشكلة على الاطلاق.,0.88401604,Egyptian
حسناً. هُناكشيءيُمكنكفعلهمناجلنا .,ممكن طبعا، أي حاجة تقدروا تعملوها عشان تساعدونا,0.8839851,Egyptian
أنا بأحسن حال، شكرًا جزيلًًا لك,آه، أنا كويس - تمام هنقف -,0.88397443,Egyptian
وهذا أفضل شيء نفعله هو طمأنتهم بأن انهم يقومون بعمل جيد.,وهذا أحسن حاجة نعملها إننا نطمَّنهم أن هم بيقدروا يعموا كويس,0.88393116,Egyptian
فأنا لدي عمل لأقوم به يجب أن أنزل إلى الشوارع,طيب عندي شغل فاضى أدخل على الشوارع,0.8839103,Egyptian
-و لكن اعتقد اننا نستطيع التعامل مع ذلك,بس بأعتقد اننا ممكن نتصرف فيه,0.8839067,Egyptian
-هناك ستبحث عنّا الشرطة السريّة,-هتلاقى البوليس السرى ورانا,0.88388795,Egyptian
الآن أذهب لقفل الباب، و مفتاحي ل,أنا بفتح وأقفل الأبواب.,0.8838145,Egyptian
-أس)، أين أنت بحق السماء؟,في إيه المكان ده،، إنت كنت فين؟,0.8837881,Egyptian
جيد عزيزي ، أنت بالمنزل ، أصغـي,حاضر يلا يا حلوين في البيت,0.88378173,Egyptian
من المرجح أن إنذار الحريق هو أكثر الأشياء إثارة لهذا اليوم,من المرجح أن إنذار الحريق هو أكثر حاجة توتر لهذا اليوم,0.88376445,Egyptian
وقبل أن تتمكن يد الموت منّي أنا أيضاً...,وقبل ما إيد الموت تخلص عليا أنا كمان...,0.88375014,Egyptian
هذا المسار الذي اتخذتيه,ده الطريق الي إنتي إخترتيه,0.88373494,Egyptian
-كلاّ، ذلك من شأنه أن يظهر في العظام,-لا، ده هيظهر على العظام,0.8837245,Egyptian
أينما كنت تأتي من ،/ وأنا أعلم ما أنت!,أنا عارفة مين انتي كمان,0.8837166,Egyptian
. لا أظن أننا سنجد أي شيء عنها في كتبي,مش فكرنا هنلاقي اي معلومات عنها في كتبي,0.88371056,Egyptian
عليكِ أن تحكمي على كل شيء أفعله كل قرار,لازم تحكمي على كل حركة بسويها كل قرار,0.88370574,Egyptian
مكالمتها هي الطريقة الأبسط .,كلامتها هى اسهل طريقة.,0.88369226,Egyptian
! لأنه يريد أن يصير صديقي,هو يمكن يكون صديقي كمان,0.88369113,Egyptian
أنا أحبك أيضا لكنكى تقودينى الى الجنون,أنا بحبك يا مجنون,0.8836758,Egyptian
لأنها جزء من وظيفتي ، أفهمت؟,أنا فاهم كده؛ شغلي مهم ليا,0.8836701,Egyptian
-أنت و(جيس)، هل لديكما شجرة؟,-انتو ( وجيس) عندكو شجرة؟,0.88358545,Egyptian
عليك الاتكاء علي لأنني سأقوم بأخذك,تمام. راح أشوفك على طول.,0.8835849,Egyptian
لا ، ولكن ، في الواقع ، أنت تعرف ماذا,تعرف يا عم أن دا صح؟,0.88355935,Egyptian
اتبع الحلم، أنا وأنت,خد حلمك أنا وأنت,0.8835503,Egyptian
كان علي التوقف لملئ البنزين,كان لازم ادور عشان امد بنزين,0.8835453,Egyptian
استغرق الأمر شهوراً، لكنني شاهدتُ الزمن يُصلح نفسه.,خدت شهور، بس شفت الزمن بيصلح حاله.,0.88353753,Egyptian
إني أفعل هذا لأجل الضحايا,أنا بـاعمل ده عشان الضحايا,0.8835231,Egyptian
"نعم, حسناً, شكراً لكل المساعدة",اه، شكراً,0.8834661,Egyptian
"وينبغي مناقشة هذا بالضبط, بدقة, من الناحية الفنية.",يبقى يناقش بالظبط بالدقة من الناحية الفنية.,0.8834212,Egyptian
دعينا نحاول فهم بعضنا,خلينا نحاول نفهم بعض,0.8833817,Egyptian
عندك أحد رجالي في محطتك.,عندك واحد رجالي واستني وراه في المحطة.,0.8833552,Egyptian
لذا من الذي يُريدُ لِعْب لعبة شرب القنينة ؟,مين عايز نلعب لعبة الشراب بتاعة الزجاجة كده؟,0.8833391,Egyptian
نحن سعداء ان نجدك بخير سماحتك ،,أنا سعيدة بأنكم كلكم معايا هنا,0.8833358,Egyptian
فلابد أن يتخذ امرءٍ ما القراراتِ له,فلازم يتخذ الواحد لنفسه القرارات دي,0.88331723,Egyptian
ذلك كان اختبار من أجلك,إختبار ليك يا فندم,0.8832796,Egyptian
"ربّاه, إنه لأمر جيد مجيئكِ إلى هنا. في الحقيقة.",-ماينفعش تكوني هنا,0.88319284,Egyptian
-أعتقد أنه ذهب هناك,-افترض أنه راح هناك,0.88317615,Egyptian
تأكد ان تسند رأسها,اتأكدى انك تدعميهَا بِرأسها,0.88317466,Egyptian
يُمكنُ أَنْ أكُونَ جيدَه بذلك.,ممكن أعمل كده كويس.,0.88313556,Egyptian
هل زارك أحد يبيع التأمينات في الأسبوع الماضي؟,هل حد طبطب عليك في التأمينات الأسبوع اللي فات؟,0.88311434,Egyptian
أهوَ كبيرٌ بالنسبةِ لك؟,هو كبير عليك؟,0.88311046,Egyptian
ليس مونتانا اذا ماذا؟,مش مونتانا فإيه؟,0.8830994,Egyptian
أجهل كم مرّة يتعيّن أن أعتذر!,ما اعرفش لسه لازم اعتذر كام مرة!,0.8830928,Egyptian
نائب مدير مركز مكافحة الامراض.,نايب المدير العام لمركز مكافحة الأمراض.,0.88308173,Egyptian
وحتى لو أخطأ، فلماذا لا يكون لديه طفل؟,وماله لو غلط، يعني هو مينفعش يكون عندو طفل يعني؟,0.88308156,Egyptian
نعم هو قائد فريق كرة القدم,آه هو قائد فريق الكورة,0.8830724,Egyptian
نعم كنت سأكتب بعض الرسائل إلى من يسمون ب النواب,اه كنت هكتب رسايل للي يسموا نفسهم نواب,0.8830537,Egyptian
الأمر ليس بهذه البساطة بوجود كل هذه الأدلة ضده,الأمر مش كده بوجود كل الدلائل ضده,0.8830234,Egyptian
الشيء الوحيد الميت في هذا المطبخ هو فضولكم الطفولي بالاشياء الغريبة,الوحيد اللي مات في المطبخ ده هو فضولك الصغيران بال حاجات الغريبة,0.88302207,Egyptian
لقد مررت بحالات صعبة كثيرة من قبل,مرقت بكتير ظروف صعبة قبل كده,0.88299304,Egyptian
اشياء كثيرة قصدت ان اقولها كان يجب ان اقولها الليلة الماضية,كتير حاجات قصدي أقولها كنت لازم أقولها امبارح بالليل,0.88297915,Egyptian
إنها أول مرة يُطلب مني ذلك,دي أول مره يطلب مني ده,0.8829785,Egyptian
ــ لا شيئ، ادخلوا ، كنت أحضّر العشاء,بس أبعتلكم العشاء مش حايتأخر,0.8829396,Egyptian
اخطط أن ارى مرضاي هنا حتى يمكنني قضاء وقت اكثر مع عائلتي,بخطط أشوف مرضاي هنا عشان أقدر أقضي وقت أطول مع عيلتي,0.8829247,Egyptian
لكن للساعة التالية، كل ما أهتم به... هو ماء ساخن على عضلاتي المرهقة.,بس للساعة الجاية، كل اللي يهمني... هو مية ساخنة على عضلاتي المرهقة.,0.8829117,Egyptian
لاحظ جميع الكاميرات على ظهري و وجهك هو على القنوات.,انطق كل الكاميرات على ضهري ووجهك كان على القنوات.,0.8829115,Egyptian
أحد التغيّرات الكبيرة الأخيرة نشأ من إختراع واحد أبتكر قَبل 140 سنة,واحد من أكبر التغييرات اللى حصلت زمان، كان بسبب اختراع اتعمل من حوالى 140 سنة,0.88291,Egyptian
"لقد كان قلقا من اجلك, هذا كل ما في الأمر",وادى كنت قلقان عليك,0.88290954,Egyptian
-لا، لا، لا، لا !,لا لا لا لا لا لا طبعا لا,0.88290274,Egyptian
كنت سأستعيد حياتي مرة أخرى,كنت هرجع حياتي تاني,0.8828771,Egyptian
لا أعتقد أن هذه فكرة جيدة، سيدي بعد كل ما فعلناه,بعض الناس شايفين انها مش فكرة كويسة,0.88287467,Egyptian
يتوجب أن تكون قادر على التخطيط مُسبقاً فيما ستقوله و كيف ستقوله,لازم تكون قادر تقدر تخطط براحتك لما هتقوله وازاى هتقوله,0.88285154,Egyptian
لقد نزلنا في نفس الفندق وأكلنا نفس الطعام,احنا كنا نازلين في نفس الفندق و أكلنا نفس الأكل,0.88284683,Egyptian
وأنتِ كنتي محقّة ، أنتِ كنتِ تتغيري,استنى شوية، فكرت ان دي أسباب الرجوع بتاعتك، لأنك قولت انك حاسس بانك اتغيرت.,0.8828465,Egyptian
لن أكون قادرا على القيام بذلك.,أنا مش قادر على كده,0.88283896,Egyptian
-ما ينبغي فعله عند إصطياد سمكة,- اللي لازم أعملوه لما بصد سمكة,0.8828314,Egyptian
إذاً، أريد التواجد هنا للمساعدة,أنا هنا لمساعدتك.,0.88282514,Egyptian
حسنا ، اخرجي من الحمام.,عاوز أدخل الحمام,0.88282394,Egyptian
"أخبرها , هيا.",قولي ليها انك مراتي زي كدا,0.88282377,Egyptian
أخبره نحتاج لمساعدته,افون تساعدنا فى حاجه,0.8828019,Egyptian
", حسناً استمعا إليّ و افعلا كل شئ كما أقوله",تمام، اسمعوا كلامي كويس واعملوا اللي بقوله,0.8827866,Egyptian
"لا, اتعلم, هذه نصيحة جيد. شكرا يا رجل, شكرا",ماشي اتعلم. مشورة كويسة، شكراً يا كبير شكراً,0.88277894,Egyptian
لقد جئت متأخرة الليلة الماضية,جات متأخر امبارح بالليل,0.8827613,Egyptian
سأعلن انك انت الأب...,هنقول انك الأب...,0.8827611,Egyptian
اعني باننا يجب ان نحل الموضوع قبل ان نخسر المزيد من الاموال,يعني لازم نحل الموضوع ده قبل ما نخسر فلوس أكتر,0.88275003,Egyptian
ولسببٍ ما هو لايستطيعُ التوقف عن النظر إليكِ ايضاَ,ولسبب ما هو مش قادر يبعد عينه عنكِ تانى,0.8826891,Egyptian
أتمنى أن تكون أنت و(غايل) سعيدين معاً,أتمنى إن أنتِ و(غيل) تكونوا مبسوطين مع بعض,0.8826789,Egyptian
أخبِرهُ بأن يعود إلى هنا، مفهوم؟,هو يقدر يشوفك، ارجع,0.8826748,Egyptian
يجب ان اتحدث معك,أنا و إنت لازم نتكلم,0.8826581,Egyptian
اتجهي شمالًا، سأُلاقيكِ هناك,إتجهي شمالاً هَلاّقيكِ هناك,0.8826514,Egyptian
أترك الأمر لـ(مايك) لأنه يعرف ما يفعل,سيبها على (مايك) هو عارف إيه اللي بيعمله,0.88265043,Egyptian
ما رأيك ببعض الحليب الطازج؟,-عايزة شوية من اللبن ده؟,0.88265,Egyptian
لقد أتيتَ إلى المكانِ المناسب,إنت جاي في المكان الصح,0.88264984,Egyptian
أنا مسرور جدّاً لأن أراكَ حيّاً الآن، صدقاً,أنا سعيدة بأنكم كلكم معايا هنا,0.8826146,Egyptian
