,src_lang,src_text,HARM_CATEGORY_SEXUALLY_EXPLICIT,HARM_CATEGORY_HATE_SPEECH,HARM_CATEGORY_HARASSMENT,HARM_CATEGORY_DANGEROUS_CONTENT
1500,Modern Standard Arabic,"حسناً, إنسي السكين أعطني شيئاً حاد",NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1501,Modern Standard Arabic,-أبإمكانكَ إعطائي فرصةً أُخرى، رجاءً؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1502,Modern Standard Arabic,والديها مهاجرين روس طردوها من المنزل بعمر 14 عاماً,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1503,Modern Standard Arabic,ظننت انها حب حياتك.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1504,Modern Standard Arabic,يجب أن أنظر لأين نحن ذاهبون,MEDIUM,LOW,NEGLIGIBLE,NEGLIGIBLE
1505,Modern Standard Arabic,تذكرى فقط كل ما قولته لك وستكونين بخير,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1506,Modern Standard Arabic,"إسمع, إن أردت قتلك",NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1507,Modern Standard Arabic,لا يبدون معجبات بالأسقف الزجاجية التي نضضعها فوقهم بعد الآن,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1508,Modern Standard Arabic,عندما تصبح أصابعى كبيرة مثلك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1509,Modern Standard Arabic,عاشت فقيرة وعند موتها هي ثريّة,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1510,Modern Standard Arabic,منذ وقت قصير، انفجرت عبوة ناسفة في عربة كانت محملة بالبنزين عند عبور السكة الحديدة في المنطقة,,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1511,Modern Standard Arabic,سأفعلأيّشيءتطلبونهمني، أتركونيأذهب!,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1512,Modern Standard Arabic,نبقى بعيدا عن الناس و البيوت ، يمكننا الوصول للشمال و نتحرر,NEGLIGIBLE,LOW,MEDIUM,LOW
1513,Modern Standard Arabic,سوف أقتلهم مهما يكُن!,NEGLIGIBLE,LOW,MEDIUM,HIGH
1514,Modern Standard Arabic,تعالِ لهنا، أريد أن أريكِ هذا,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1515,Modern Standard Arabic,"شتتنا انتباههم, أليس كذالك؟",NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1516,Modern Standard Arabic,أقصد أني رأيتها منذ وقتٍ طويل,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1517,Modern Standard Arabic,أنا سوف أذهب معك إذا لا بد لي، ولكن ترك لهم.,NEGLIGIBLE,MEDIUM,MEDIUM,HIGH
1518,Modern Standard Arabic,أنها أسوء طالبه في برنامجنا,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
1519,Modern Standard Arabic,لا أريدك أنت تذهبين.,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1520,Modern Standard Arabic,- دعني افعلها,HIGH,NEGLIGIBLE,NEGLIGIBLE,LOW
1521,Modern Standard Arabic,وقال انه لم يشعر بهذه الطريقة عن رجل قبل لكنه حقا أحب لك بطريقة معينة ...,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1522,Modern Standard Arabic,وأنـا أعلم أنكِ لستِ منهم.,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1523,Modern Standard Arabic,الناس ستقرأ الامور من خلال الاشياء الناس ليسوا أغبياء,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1524,Modern Standard Arabic,فأقلّها سأكون معها حين تموت.,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1525,Modern Standard Arabic,كل ما تجعلني هذه القصة أشعر به هو أن أشعر بالسوء حيال والدتك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1526,Modern Standard Arabic,دعنا نخرجك من هنا هيا بنا,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
1527,Modern Standard Arabic,اريد ان اخرج من هنا,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1528,Modern Standard Arabic,كان مستعداً لترك ابنه يموت,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1529,Modern Standard Arabic,إذا اتخذت اتجاهاً خاطئاً ستضل طريقك,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1530,Modern Standard Arabic,وسأتفقدها كل يوم تتواجد فيه هنا.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1531,Modern Standard Arabic,عشرون طفلاً ماتوا في انفجار قنبلتكم,NEGLIGIBLE,NEGLIGIBLE,LOW,HIGH
1532,Modern Standard Arabic,"ولتر أسوأ وقت ممكن أن تجرب شيئا من هذا القبيل, على افتراض أخوك لا يزال على قيد الحياة.",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1533,Modern Standard Arabic,قلت أنك غبي غبي جدا,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
1534,Modern Standard Arabic,حسناً ، لا تدعها تركب على متن الطائرة,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1535,Modern Standard Arabic,أنت عديم الروح وكل شيء عن تلك  هوليوود  التي أكرهها,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
1536,Modern Standard Arabic,أو سنقتلك قريباً جداً,NEGLIGIBLE,NEGLIGIBLE,LOW,HIGH
1537,Modern Standard Arabic,أيتعين علينا رفض تماما فكرة مكالمة هاتفية؟,NEGLIGIBLE,NEGLIGIBLE,LOW,HIGH
1538,Modern Standard Arabic,ألا تعلم أنك قد تسبب بمقتلك بفعلك هذا ؟,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1539,Modern Standard Arabic,"بالطبع , كلما أكثرت من الثناء عليكِ كلما شعرت بأنها مهددة",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1540,Modern Standard Arabic,و لكن لا زال علينا إخراجه من هناك,NEGLIGIBLE,LOW,NEGLIGIBLE,MEDIUM
1541,Modern Standard Arabic,وأريد ان أكون معكِ,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1542,Modern Standard Arabic,في العادة، عندما يسقط أحد، تكون الضربة الأولى إمّا على القدمين أو الرأس.,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1543,Modern Standard Arabic,كيف أمكن أن أكون بهذا الغباء؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1544,Modern Standard Arabic,- ماذا عَن عندما كُنتَ أصغَر سناً؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1545,Modern Standard Arabic,على أية حال يجب علينا الهرب من هنا,NEGLIGIBLE,LOW,LOW,MEDIUM
1546,Modern Standard Arabic,.. ماذا يقولون نستطيع أن ننام عندما نموت,NEGLIGIBLE,LOW,LOW,MEDIUM
1547,Modern Standard Arabic,قلتى ان هناك رجلا سيقتلك ؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
1548,Modern Standard Arabic,لنذهب قبل أن ينتهوا بما يفعلونه,NEGLIGIBLE,LOW,LOW,MEDIUM
1549,Modern Standard Arabic,اذا فعلت سوف يلفقوها ضد العيادة وضددك أنت,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1550,Modern Standard Arabic,سوف تثقين فى شخصاً ما يسعى لقتل الرئيس?,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
1551,Modern Standard Arabic,لو كنت أتجسس عليك فلن تعرفي أبداً,,NEGLIGIBLE,LOW,MEDIUM
1552,Modern Standard Arabic,. أنا هنا الآن، أعتقد أنّه يجب عليك التوقّف عن التحدث مع نفسك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1553,Modern Standard Arabic,ونحن كالعائلة الخيالية بالنسبة لها لأن عائلتها الحقيقة طردوها لتعتني بأناس آخرين,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1554,Modern Standard Arabic,حاول ألا تصدم أى من الصخور حولك,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1555,Modern Standard Arabic,هذا فقط يجعلكِ شخص سيء,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1556,Modern Standard Arabic,أَنا أسفل بنتين اللّيلة.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
1557,Modern Standard Arabic,هنالك أمر واحد أحتاج منك فعله لأجلي,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1558,Modern Standard Arabic,اعتدتُ أن أستخدم نفس الحيلة مع والدايّ,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
1559,Modern Standard Arabic,في 1973 عندما كنا نحارب ضد الأجانب اتفقنا,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1560,Modern Standard Arabic,"أمي توقفي, يجب أن تكوني في السرير.",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1561,Modern Standard Arabic,إنهم يعاملون تلك الكلبة مثل ابنتهم,LOW,LOW,MEDIUM,NEGLIGIBLE
1562,Modern Standard Arabic,أقربائك الفرنسيون يستحمون في المرحاض,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1563,Modern Standard Arabic,كولونيل نود تنظيم اتصال لك مع الرئيس غدا,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1564,Modern Standard Arabic,اغلق عيناك ابقيها مغلقه,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1565,Modern Standard Arabic,يا حلوتي ،،استمعي إلي عليك أن تثقي بي,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1566,Modern Standard Arabic,اوه، أرجوك، اذهب و تعرق على شخصاً آخر,LOW,NEGLIGIBLE,LOW,HIGH
1567,Modern Standard Arabic,نعم، أنا لم أحبه كثيرا.,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1568,Modern Standard Arabic,لو كنت تكذبين عليَّ ستموت أختك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
1569,Modern Standard Arabic,لا يمكن أن أكون مع أي فتاة التي ليس لديها أي الكتف.,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1570,Modern Standard Arabic,حسناً أخشى الآن ليس لديك خيار,NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
1571,Modern Standard Arabic,أعتقد انه يجب عليك أن تنتظر دورك اللعين,LOW,LOW,MEDIUM,NEGLIGIBLE
1572,Modern Standard Arabic,نعم، نعم، كان يعامل لي مثل حماقة في الكلية.,MEDIUM,NEGLIGIBLE,MEDIUM,LOW
1573,Modern Standard Arabic,أصبح الشاطر حسن صبي سيئة.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1574,Modern Standard Arabic,و كأنّي أقول يا عزيزتي، أغلقي باب غرفة النوم اللعين,MEDIUM,NEGLIGIBLE,LOW,NEGLIGIBLE
1575,Modern Standard Arabic,ستضطرين للانتظار فحسب,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1576,Modern Standard Arabic,أنت مجروح . أحصل على المساعدة,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1577,Modern Standard Arabic,"يمكنك ان تفعل اي شي معي, لكن كيف تجرؤ على ضرب أمي هكذا؟",HIGH,NEGLIGIBLE,MEDIUM,HIGH
1578,Modern Standard Arabic,-طلبت رؤيتي ، يا سيدي ؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1579,Modern Standard Arabic,لقد قام الرب بحبسي في هذه الحفرة المتجمدة وقد كان مسموحا فقط لظلي بأن يكون حرا,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1580,Modern Standard Arabic,إنها حرب ومن واجبنا خوضها,NEGLIGIBLE,LOW,NEGLIGIBLE,MEDIUM
1581,Modern Standard Arabic,بعدما قُمت أنت وأصدقائك بالقبض علىّ بمساعدة الفرنسيين قاموا بتسليمى إلى الإيرانيين,NEGLIGIBLE,LOW,MEDIUM,LOW
1582,Modern Standard Arabic,أريد رؤيتك الآن,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1583,Modern Standard Arabic,"أنسي الأمر , سوف أجد لك أحدا أخر - أنظري , أنظري -",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1584,Modern Standard Arabic,أيمكن أن يكون قد قتل زوجى؟,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1585,Modern Standard Arabic,إنه يجعلك امرأة متزوجة,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1586,Modern Standard Arabic,إنه إسحق نيوتن. و هو غاضب جداً.,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
1587,Modern Standard Arabic,يجب علينا عبور النهر,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,HIGH
1588,Modern Standard Arabic,-يتوجب علينا أن نحبسهم جميعا برفقة الصحفيين و نتخلص من المفتاح.,NEGLIGIBLE,LOW,HIGH,MEDIUM
1589,Modern Standard Arabic,‫ليست كل أم ‫جيدة مثل امكِ,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1590,Modern Standard Arabic,اي واحد منكم قتله؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1591,Modern Standard Arabic,لقد كانوا جميعاً خنازير ولكنَّني لم أفعل شيئاً قط,,MEDIUM,HIGH,NEGLIGIBLE
1592,Modern Standard Arabic,- الكوكايين هذا ما اقصده,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1593,Modern Standard Arabic,أردتُ رؤيتك ولم أريد إنتظار عطلتين اسبوع,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1594,Modern Standard Arabic,لسنا ذلك النوع من الرجال,NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
1595,Modern Standard Arabic,في الحقيقة، هناك أربع مبشرين مسيحين أُحرقوا حتى الموت.,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1596,Modern Standard Arabic,هل تريد واحد من هؤلاء الرجال ان يتبعك الى بابك؟,NEGLIGIBLE,LOW,LOW,HIGH
1597,Modern Standard Arabic,نحن على وشك الذهاب للحرب,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,HIGH
1598,Modern Standard Arabic,-لكن قلبها يخنق نفسه,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1599,Modern Standard Arabic,الآن لنتحدث عن المُسدس,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1600,Modern Standard Arabic,قمتُبدفنها.. لكن أنت قمتُ بقتلها.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
1601,Modern Standard Arabic,لمدة ثانية خلتُ بأنني أحمق مثرثر,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1602,Modern Standard Arabic,-نعم، وسوف نجدهم .,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1603,Modern Standard Arabic,سوف تخرجنا من هذا الدخان,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
1604,Modern Standard Arabic,اتّصل بي لو أردت فعل هذا ثانية.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1605,Modern Standard Arabic,لا استطيع ان اؤكد لقد كنت في مؤخرة الصيدلية,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1606,Modern Standard Arabic,هو الذي يجعلك مريضا!,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1607,Modern Standard Arabic,الا تريدين ان ترسلي لها النقود ؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,HIGH
1608,Modern Standard Arabic,بأنّي أردتُ تجربة ذلك ثانيةً معها.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1609,Modern Standard Arabic,أنا لا أقول زوجتك بقرة، أنها خطوة الرقص.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1610,Modern Standard Arabic,سيقتلون زوجتي، سيقتلون ابني أفضّل لو تقتليني الآن,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
1611,Modern Standard Arabic,سنخرجك من المدينه الليله و ننقلك الي واشنطن غدا,,NEGLIGIBLE,MEDIUM,HIGH
1612,Modern Standard Arabic,هل تريدنا جميعنا أن نذهب للسجن ؟,NEGLIGIBLE,LOW,MEDIUM,MEDIUM
1613,Modern Standard Arabic,تظن حقًّا أنه يجلب أولئك القوم إلى هنا لقتلي؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
1614,Modern Standard Arabic,دعنا نذهب يحصل لنا بعض أقدام سعيدة.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1615,Modern Standard Arabic,ستعاودان بيعها على الشبكة أليس كذلك ؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1616,Modern Standard Arabic,هل سنذهب إلى الجحيم معاً؟,LOW,NEGLIGIBLE,MEDIUM,LOW
1617,Modern Standard Arabic,لأنك تكره الغرباء ولا تحب أن تأكل أمام الناس بدى الأمر واضحاً,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1618,Modern Standard Arabic,لقد أخذوا زوجتك و إبنتك الصغيرة,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
1619,Modern Standard Arabic,-بل اخرس أنت، بل اخرس أنت,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1620,Modern Standard Arabic,انا احاول اطعام ابنك,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1621,Modern Standard Arabic,"أتعلم, أول صبي قبلته كان يهوديا",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1622,Modern Standard Arabic,لن تحصل على الطائرة بدون قتال,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1623,Modern Standard Arabic,هل مازلتم تملكونَ كلَ أسنانِكم؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1624,Modern Standard Arabic,! ضع يديك على صدرك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1625,Modern Standard Arabic,لكي تتمكن من الجلوس وآكل معدته,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1626,Modern Standard Arabic,اوه ياالهي . هذه ضياع للوقت بالكامل,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1627,Modern Standard Arabic,توقف أرجوك.. أوقف هذا!,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
1628,Modern Standard Arabic,لكنّنا يجب أن نحارب لمدة كافية,NEGLIGIBLE,LOW,NEGLIGIBLE,HIGH
1629,Modern Standard Arabic,تعال معي، اقول لك الأب تم التلاعب...,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1630,Modern Standard Arabic,-إنه يزور أمكِ وحسب,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1631,Modern Standard Arabic,رفض ان يخبرها اي شئ عن نفسه,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
1632,Modern Standard Arabic,اتريد ان تأخذني معك؟,,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1633,Modern Standard Arabic,ستقول أنه لم يكن لديكَ خيار سوى إطاعة ما يأمر به الإرهابيين.,NEGLIGIBLE,LOW,MEDIUM,LOW
1634,Modern Standard Arabic,لقد لاحظت جلوسك هنا فترة طويلة.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1635,Modern Standard Arabic,انا سافجّرُ الحائطَ الغربيَ للترحيب بك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
1636,Modern Standard Arabic,أنها تريدك أن تطلب الخروج معها,HIGH,NEGLIGIBLE,NEGLIGIBLE,LOW
1637,Modern Standard Arabic,بالطبع لقد إنها قد هربت بعيداً عن هذا المنحرف,LOW,MEDIUM,MEDIUM,NEGLIGIBLE
1638,Modern Standard Arabic,إذا شعرت بإستياء تعال وخذ قبلة مجانية,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1639,Modern Standard Arabic,- لا نستطيع أن نتركهم.,NEGLIGIBLE,MEDIUM,NEGLIGIBLE,NEGLIGIBLE
1640,Modern Standard Arabic,حسنٌ ، إذن كلتاكما قامت بقتله,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
1641,Modern Standard Arabic,على الجسر رجل كان إنتحارياً و أبي أراد أن يقتله,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
1642,Modern Standard Arabic,"نعم, نعم هل تريد أن تعتقلني؟",NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1643,Modern Standard Arabic,التهديد القادم إلى الأرض سيجدنا مستعدين,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1644,Modern Standard Arabic,-أنا ذاهبة لأرى ابنتي,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
1645,Modern Standard Arabic,سأقتلك بأكثر من طريقة,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
1646,Modern Standard Arabic,-في مكاني، هل كنت ستفعل ذلك؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1647,Modern Standard Arabic,تعلمان أني سأتصل بكما طوال الوقت,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1648,Modern Standard Arabic,"حسنا,هم لن يقرأو",NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
1649,Modern Standard Arabic,-لقد دفع لك لتبقي فمكِ مغلقا .,MEDIUM,NEGLIGIBLE,LOW,NEGLIGIBLE
1650,Modern Standard Arabic,مالذي فعلوه إذا كانت المشروبات على حسابهم لأنهم بالتأكيد قد ظلموك؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
1651,Modern Standard Arabic,هذا الكود الاحمر تهديد عاصمة امتنا,NEGLIGIBLE,LOW,LOW,MEDIUM
1652,Modern Standard Arabic,. ولكنك حقاً الأسوء . على الاطلاق,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1653,Modern Standard Arabic,. ولكنك حقاً الأسوء . على الاطلاق,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1654,Modern Standard Arabic,-عديني أنكِ ستذهبين لرؤيتها,HIGH,NEGLIGIBLE,NEGLIGIBLE,LOW
1655,Modern Standard Arabic,لقد لعبنا بهذة عندما كنا أطفالاً,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1656,Modern Standard Arabic,كلا (جاك)، سترافقني لأنك تريد ذلك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1657,Modern Standard Arabic,لا تتسم بالغباء ، ليس هناك طريقة يمكننا كسب هذه الحرب,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1658,Modern Standard Arabic,حافلة غبيّة ، لا يمكنه حتى الذهاب للمكان المفترض أن يذهب إليه,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
1659,Modern Standard Arabic,‫و هذه المرأة عندها خطايا,MEDIUM,LOW,MEDIUM,LOW
1660,Modern Standard Arabic,انتم الاثنين ليس عليكم ان تجلسوا بالخلف هناك,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1661,Modern Standard Arabic,أضمن لكِ أنكِ ستكونين الفتاة الأجمل هناك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1662,Modern Standard Arabic,لا تموتي هناك، إتفقنا؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1663,Modern Standard Arabic,- ! أعطني النقود و أخرج,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,HIGH
1664,Modern Standard Arabic,موت - أتريد أن تموت -,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
1665,Modern Standard Arabic,أنت تعرف كم أنا أحبك، أليس كذلك؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
