original,translation,cosine_similarity
لايمكنني دفع ما عليّ بهذا الملغ.,بس للأسف مش قادر أشتري حاجة.,0.71670693
اجعلوني على الهواء مباشرة فنحن بحاجة لتحذير الناس,إسمع دلوقتي، أنا معايزش أدوّق أي نواقيس إنذار,0.7711002
انا احاول ان لا افكر فى نفسى كضحية,أنا بحاول ما أفكرش في نفسي كـ ضحية,0.7558229
حسنا اذا سمعت اي شيء اتصل بي,تمام لو سمعت حاجة اتصل بيا,0.8898107
اذا انت ركضت نحو صوت الطلقات النارية ؟,لو جريت ناحية صوت الرصاص؟,0.8992782
ربما هو فى منتصف حصته,هوا فى النص من حصته,0.811158
صباح الخير يا سيدي صباح الخير,صباح الخير,0.93664575
هم لم عندهم في الحقيقة الهواتف رغم ذلك.,! ولم يدركوا إنى كنت هناك,0.6036892
حسناً ما هو الاسم ؟,إيه إسمك؟,0.75649774
لقد أخذ سيارته للعمل,كان في شغل كتير بيشتغل، بس دلوقتي الموضوع خلص.,0.6079281
هل عرف أن مصدر العقد والنقود هو (أليس)؟,هو سجّل الالبوم دة فييين؟,0.70795816
إستمع، يا رجل، ليس لدي مشكلة معك.,حاضر، أنا مش شايفك غريبة,0.79194075
أيمكنك مساعدتي أم لا؟,إنت ممكن تساعدني و لا لأ؟,0.9573411
"حسنا , يا جماعة يبدوا ان لغز اخر قد تم حله",تمام يا جماعة، زي ما يبدو لغز آخر اتحل,0.9371091
أعتقد أنه سيكون رائع نوعاً ما,أنا مش شايف إنها فكرة كويسة.,0.7893141
قَبل 13 عاماً، قَتلت زوجي,من 13 سنة، أنا قتلت جوزي,0.7786275
أريد فقط إستعادة إبنتي,رجعت بنتي للحياة,0.79196334
كُنتُ سانتا السرّيِ الخاصُ بكِ في السنة الماضية,هشوفك في فرح الميلاد,0.7170244
أُحب الأغاني أُحب الرقص,وقالت إنها بتحب أغنياتها اللي بترقص عالي.,0.73958397
سألنى ماذا يبدوا سن 21 قلت له لا اعلم ، لاننى ابلغ 20 فقط,سألني عايز اشوف سن 21 قلتله ما اعرفش انا عندي 20,0.89002705
وطالما هناك الحياة، هناك أمل.,طال ما في العُمر، فيه أمل.,0.783238
طريق واحد للخروج تعنى طريق واحد للدخول,طريق واحدة للخروج تعنى طريق واحدة للدخول,0.9986907
كرة القدم سريعة وايضا الامور تاتى بسرعة الناس لا يفكرون فى الحاضر,كورة القدم سريعة جدا وبرضه حاجات كتير بتحصل بسرعة الناس مش بتفكر في الحاضر,0.91125846
من أين أنا؟,أنا منين؟,0.9197962
أظنني بحاجة للتوقف عند غرفة الفتيات,دلوقتي لازم نلاقي البنات,0.6976335
- أتمنى أن أقول لكم، أعني,- نفسي أقولك، أعني,0.889903
تعرفين دائماً ماذا تحضرين ليّ.,هتتعرف كل حاجة لما الكل ييجوا,0.72756004
وماذا يريدون من فتاة في الـ6 من عمرها؟,ليه بتسألوني كل الاسئلة دي عن بنتي بعد ما عدى حوالي عشر سنين؟,0.6293255
لا يمكنكم البقاء هنا يجب أن تخرجوا,انتَ، اتحرك من هنا.,0.766615
... لا أحب البرد لكن,مانا بحبش البرد بس,0.80077565
"إذاً, هل سنذهب جميعنا ونحضى ببعض الشراب في مكانٍ ما؟",بينا نخرج من هنا ونيشرب بيرة,0.8000245
لو علمت أوروبا ما نفعله هنا,لو ناس أوروبا عرفوا إحنا بنعمل إيه هنا,0.88232386
"حسنا, انها في مقعد السائق هل كانت هي من تقود؟",بنتها هي اللي بتقود، مش كده؟,0.77772224
"اذهب إلى اسبانيا, فهناك الملايين منهم",روح اسبانيا يا زبيبة لقاهم بالملايين هما,0.8144101
-إنها لا تحلم وليست نائمة .,-هي مش بتحلم وبتكون صاحية.,0.8397108
حيث ليس سيكون لديكِ عائلة و لا أصدقاء ، و أنتِ لا تعرفين المدينة,فيها احساس غريب للمدينة ولا تعرفي لو هو بسببك,0.6745851
أنت تعرف، الرجال السود في الأفلام لا يخرجون أبدًا من هذه الحالات أحياء,أنا نادرًا ما شفت رجالة بيض تانيين، وما اقتحتش برا البلد لوحدى.,0.539512
- أنت حقا رجل عظيم.,انتى رايحة,0.84343004
و كل هذه الامور نجحت معي,وعلى كل دي الامور نجحت معايا,0.8017429
لا أعرف إذا كان ذلك الشيء الصائب الذي ينبغي قوله، ولكن...,مش عارف اقول ايه,0.75691736
يجب عليّ أبقاءهم وإلّا لن يصدقني أحد,سيبك مني بقى,0.7122655
إنها لحظة الحقيقة,اللحظة دي قبلها بحاجة تجنن,0.76160514
اسمعي، علينا أن نؤدّي عملنا هنا، حسنٌ؟,يلا، عندنا شغل لازم نخلصو,0.90584874
والعثور على زوجته هو جوهر الصفقة,لاقى زوجته فمادته,0.7430913
و أنت رائعة وجميلة أمامكِ حياتكِ بأكملها,انت جميل وبتستاهل,0.8552827
عائدون لشوارعنا، ولن يكون هنا من هو قادر على إيجادهم لانهم غير موجودين.,- هما مش موجودين هنا صح ؟,0.7379892
الآن أي جزء من الدماغ مسؤول عن الوعي ؟ هناك العديد,دلوقتي أي جزء في المخ هو اللي مسؤول عن الوعي ده ؟ فيه كتير,0.95153546
-لاأعتقد بأنها مستعدة,- هي مش مستعدة.,0.9035766
وهو يحتاج إليّ، لقد سمعته.,و هو محتاج لي و سامعه,0.90677214
أخذنا دروس في شهر عسلنا,خدنا دروس في شهر العسل,0.9200674
جميعهم. مثل، كُلّ فرد منهم,كلهم. يعنى كل واحد فيهم,0.9340995
يمكنني مساعدتك بذلك.,أقدر أساعدك في دا.,0.93148166
أين كنت في يوم حادثة هان يو را ؟,كنت فين يوم حادثة هان يو را ؟,0.9455854
سأطبخ لنا عشاءً صغيرًا، كما تعلم، في المنزل.,لو عايز، ممكن نطلع عشا,0.75060976
تُريدُ خارج هذا الزواجِ.,- لأ، لأ، لأ، أبعدوها من هنا.,0.6918124
نعم ،أين وضعت المال؟,يعني لقيت البنك اللى ها يدي لك راس المال؟,0.7343519
إذا كان هذا الدواء السرطان يأتي من أي وقت مضى في السوق ... ثم لا يحتاج إلى واحد أدوية العلاج الكيماوي لدينا.,لو الدواء ده اللى ضد السرطان ده يطلع للسوق فى يوم من الايام... فما ينفعش حاجة من أدوية الكيماوى بتاعنا.,0.83419406
ربما تحصل على منصة تلميع أحذية صغيرة عند موقف الحافلات,ممكن تبقى لك منصة شحاطة موجودة عند موقف الأتوبيس,0.7554237
بإمكاني أن أدفع لك,يمكنه ميكونش بيدفعلك كفاية.,0.81185234
"حسناً إذاً, و مع ذلك علي أن أعود إلى التمرين","تمام يافندم, بس لازم دلوقتي أرجع للتدريب",0.81612635
أتذكرين كل شي جعلك تشارلز تفعليه ؟,بتتذكري كل حاجة إللي تشارلز عملك تعمليها ؟,0.8356804
أتمنى ذلك، لكنني كنت محبوسة في المكتب طول اليوم.,بيقعد في المكتب طول النهار,0.72090757
وهو مواطن سوري في الولايات المتحدة,وهو مواطن سوري في الولايات المتحدة,0.9999999
أعرف أنني مميزة وأنتظر أن يرى أحد هذا,انا مبعرفش انا مين دلوقتي,0.7767427
كيف وجدتنا أنت ؟,ازي عرفو كلهم ان احنا موجودين هنا؟,0.7361665
أجلس فى منتصف الشارع الثانى والأربعون فى أنتظار الحافلة,أنا قاعد في نص شارع التاني والأربعين مستني الأوتوبيس,0.69325644
هل تعتقدين إنه يعلم؟,ما اللي هو عايزه أنا معرفش,0.81229347
تبدو مثل أنك طهرت بالفعل أفعالك,شفت زي ما انت طهّرت اعمالك كدة,0.90025496
انه مازال جندي، وأنا مازلت رئيسه,بفضل الله بقى على ما هو عليه,0.695536
ولكن ماذا لو حلت بك أية مأساة ؟,إنك تتعرض لمثل الخسارة في حياتك,0.764956
للتو بدأت مشروع بحثي جديد,توّي بدأت مشروع بحث جديد,0.86049294
لا، أنا سوف نتأكد من أن كل ما جاء الليلة الماضية لا يمكن أن تأتي مرة أخرى دون سابق إنذار عادل.,إسمع دلوقتي، أنا معايزش أدوّق أي نواقيس إنذار,0.71036685
وبعدها سيكون هناك طلاق ومرارة.,متأسفة على تكرار السؤال، لكن زي ما أنت عارف الطلاق بيخلي الواحد تفكير مبعثر,0.78496826
حسناً، دعنا نأمل أنها لم تتحدث لأحد,لأ لأ، بس هى قالت انها مش عارفة امتى هتكون بس هتكون قرب,0.7841175
ورأيت المرأة سكرى من دم القديسين - نص إنجيلي - ومن دم الشهداء,وشفت المراة سكرانة من دم القديسين ومن دم الشهداء- نص انجيلى-,0.9565757
لايبدوا انه يتذكر ذلك,نسي اكيد وسهر,0.8216469
لقد حفظت بعض الغذاء لك,- جبنالك شويه أكل,0.8703488
نحن فقط ... و الكاميرات و أولئك الناس الرائعين هناك في الظلام.,أنا ميستنيش يكون فيه كاميرات هنا,0.68984306
"بعد موتي, إستيقظت في حجرة بيضاء كان هناك ضوء لامع",كان فى نور فى وشها,0.63069004
لأنه بالفعل مضى علينا 15 عاماً وأنا بالكاد أعرفك,أنا عمري ما شوفتك قبل كده...,0.7228433
ربما أنت لا تسألها الأسئلة المناسبة,يمكن إنك بتسألها الأسئلة غلط,0.89689636
لا أستطيع أن أصدق أنني أجري محادثة عن العلاقات,ما أصدقش إني باحكي في العلاقات,0.82538563
هل تذكرين كيف الوصول الى هناك؟ - أيلا.,-تمام، ولا إزاى هتوصلي هناك؟,0.65326715
-هل تريد مواعدة؟,بتاعين عليكي أصحاب؟,0.7181534
الضوء كَانَ قاسيَ، شَعرتُ بالبرد.,الدّو كان جامد، حسّيت بالبرد.,0.8619706
يحتاجون لتقييم إصاباته ويعملون على إستقرار الحالة,لازم يكون عنده نوع من العلاج الطبي,0.6812738
